title_of_posts,links_to_posts,poster_name,forum_name
KILLING TIME - INFECTED MUSHROOMS . . .! ! !   ,/post/4b6f9cf45859488860c0,/u/demonmeliodas5  ,/d/DarknetMarketsIndia
Vendor recommendation   ,/post/d6fe6035c66a19d957c3,/u/Mclovn  ,/d/DarknetMarketsIndia
COVID-19 || IND Lockdown || What does this mean for DNM scene?   ,/post/e78e48b591f7405f2d60,/u/twistypaawji  ,/d/DarknetMarketsIndia
Deliveries   ,/post/b03b0b22625df27c9cc2,/u/thebiglez  ,/d/DarknetMarketsIndia
CVD19   ,/post/372e266bbbd8fe0e9896,/u/filthonacid  ,/d/DarknetMarketsIndia
fadedfork to India   ,/post/a677c9f2e9122c13b8f5,/u/eye2eye  ,/d/DarknetMarketsIndia
Order Updates Thread (keeping lockdown delay in mind)   ,/post/6c8e99cfab82df2593e7,/u/gamblersqueak  ,/d/DarknetMarketsIndia
NL 2 IN sea or air??   ,/post/cd165a746e3079218259,/u/Anakinop  ,/d/DarknetMarketsIndia
NamasteLSD Domestic Acid?   ,/post/c72f08f68b7f6dc05fbf,/u/gamblersqueak  ,/d/DarknetMarketsIndia
shopperstop   ,/post/a6542b7d887823298e79,/u/joshboy12  ,/d/DarknetMarketsIndia
Hash scene   ,/post/c2fb9954d7d5f14bcde7,/u/yosemite  ,/d/DarknetMarketsIndia
NL parcels !?   ,/post/182d4f4de0b3f907589e,/u/psychwrist  ,/d/DarknetMarketsIndia
Counterfeit money   ,/post/437cfdf0caae1e35c06a,/u/filthonacid  ,/d/DarknetMarketsIndia
Vendor Review : Overniteexpress   ,/post/d14f6990a589eab1a686,/u/tellmewhy2101  ,/d/DarknetMarketsIndia
Will post offices be open during lockdown?   ,/post/985f1d07fb5e1d9eb573,/u/demon4666  ,/d/DarknetMarketsIndia
Best country to redirect medicine through from Pakistan & India to the UK???   ,/post/c3d7be78d5765339179b,/u/CartmanBro  ,/d/DarknetMarketsIndia
Shroom Seller in India   ,/post/86307ea5b581e4eaecda,/u/KingJopy  ,/d/DarknetMarketsIndia
how to find drops ?   ,/post/b3d3a17bb2afe8149d74,/u/Samrendra09  ,/d/DarknetMarketsIndia
Vendor Review | SosHandle | 11+oz   ,/post/97c1ab17561de2331943,/u/strainhuntdl2  ,/d/DarknetMarketsIndia
Vendor Review | Shoppersstop | 60 Hoffman blots+ 30G+ Mushrooms   ,/post/1da696539d8ed6aa128b,/u/strainhuntdl2  ,/d/DarknetMarketsIndia
Legit vendor for buds domestic   ,/post/25e33e8b0839343ac2a4,/u/Anakinop  ,/d/DarknetMarketsIndia
Controversial Weed Review :)   ,/post/806aef66f4fe020dd673,/u/KrezekLSDD  ,/d/DarknetMarketsIndia
Any domestic vendors apart from SOS?   ,/post/817e33b76bfc2e775cf0,/u/sobmarley  ,/d/DarknetMarketsIndia
good international vendor for 25-30g mdma?   ,/post/7c9ca682c8ea3679fbe7,/u/[deleted]  ,/d/DarknetMarketsIndia
Domestic vendors   ,/post/f02e2ceec32febf11d82,/u/filthonacid  ,/d/DarknetMarketsIndia
Did any one received your orders in last couple of days   ,/post/e77072744615146c530f,/u/psychwrist  ,/d/DarknetMarketsIndia
Whats Coke and MDMA worth in India & Pakistan   ,/post/3caa98b322ad1ed73349,/u/outwardlytense  ,/d/DarknetMarketsIndia
Domestic weed vendors recommendation   ,/post/adc171eb7c2397772fa9,/u/indiedreamer  ,/d/DarknetMarketsIndia
newbie   ,/post/8802adda3cdfb446bde5,/u/vadinge  ,/d/DarknetMarketsIndia
POOR QUALITY / DUPLICATE / DOB /  !  products by /u/tantrikom39 !!!   ,/post/34c826c64cba1068e732,/u/psyonly1  ,/d/DarknetMarketsIndia
Tips on receiving INTL packages safely   ,/post/57afc4c24cee47c6e277,/u/indiedreamer  ,/d/DarknetMarketsIndia
Domestic strains?   ,/post/7f7ea9e95f4982d98a2d,/u/dansgame72  ,/d/DarknetMarketsIndia
Psst...Looking to buy drugs?   ,/post/526cf4d133f73a2fb6d1,/u/PsychBaba  ,/d/DarknetMarketsIndia
Changa anybody?   ,/post/173a13b2a8a6e2d12850,/u/thewoods  ,/d/DarknetMarketsIndia
VENDOR FADEDFORK REVIEW  UK-IN ,/post/32e1b8483d51bb5c61c9,/u/indiedreamer  ,/d/DarknetMarketsIndia
  ,/post/4ff6789b345701061be7,/u/mariadharaman123  ,/d/DarknetMarketsIndia
How many people have been affected with international shippng due to corona?   ,/post/5db7ad23e195291b8dbe,/u/lumoenergy7  ,/d/DarknetMarketsIndia
India from today bans Indian citizens as well from entering India if they're coming from EU. Does that affect packages?   ,/post/f7c5fe9da42928dff532,/u/psyonly1  ,/d/DarknetMarketsIndia
HELP! LOST MY ACCOUNT DUE TO PHISPHED LINK !   ,/post/956c567a3603008994f3,/u/joeycocodiaz  ,/d/DarknetMarketsIndia
DHL asking for proof of valuation?   ,/post/0f62eb070a934ecb7a91,/u/theacidindia  ,/d/DarknetMarketsIndia
Removing automod because bots are stupid   ,/post/52dfc1c11550bd0a262a,/u/aspre94  ,/d/DarknetMarketsIndia
Why no disassociatives in our community   ,/post/bb212b7b73aec5232e64,/u/iamthebeast  ,/d/DarknetMarketsIndia
"My Tips and report while taking LSD, MKat ,Mdma Pills DMT or Mushroom Pills   ",/post/98c951b8f82ce412239f,/u/shadowculprit  ,/d/DarknetMarketsIndia
Any doemstic active shroom vendor?   ,/post/df07cdeae7f26556aedd,/u/iamthebeast  ,/d/DarknetMarketsIndia
"is there any ecstacy pills ,MKat or mdma supplier in india ?   ",/post/9c91f5582d6381ce979c,/u/stoneyy  ,/d/DarknetMarketsIndia
MDMA pills worth Rs 30 lakh seized by Customs Department   ,/post/ffee294f9540b9ec3d00,/u/darwinbu1  ,/d/DarknetMarketsIndia
Are all the domestic guys on w**r ?   ,/post/4f2424cb012e68d98fbd,/u/StashspotIND  ,/d/DarknetMarketsIndia
SOS (STRAIN REVIEWS)   ,/post/505f24e50d62658c422f,/u/[deleted]  ,/d/DarknetMarketsIndia
Law on Darkweb/ Tor in India   ,/post/02fa7f0122bf7fa5da4d,/u/[deleted]  ,/d/DarknetMarketsIndia
Is this shit for real lol....   ,/post/efa1097704e31a93c087,/u/[deleted]  ,/d/DarknetMarketsIndia
Review for 10 blots of acid from darjeeling1   ,/post/ff5ff19b05f951820b1c,/u/anome1  ,/d/DarknetMarketsIndia
"URGENT HELP GUYS NEED A POUND 100% GURRANTEED  TO INDIA , UKDESTORE SCAMMER , HELP ON WALLET   ",/post/3c157c4b89feab5a1940,/u/aksgg4  ,/d/DarknetMarketsIndia
PsychBaba - Vendor Review [IN-IN]   ,/post/1f3245555bfd8ae2d4ff,/u/spirit_97  ,/d/DarknetMarketsIndia
Fadedfork[UK TO IN] ,/post/953f1bec0887008b9de6,/u/thebiglez  ,/d/DarknetMarketsIndia
  ,/post/c97bfbd5c6db98ccb69e,/u/hotbox420  ,/d/DarknetMarketsIndia
Will coronavirus effect international orders ,/post/24d5a84c4f927fd8c2a6,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/cdfdc5725b32532190af,/u/doctorpsy  ,/d/DarknetMarketsIndia
New on Darknet   ,/post/f74aa3a0d3486c435e36,/u/Potprofessor  ,/d/DarknetMarketsIndia
GG Goblins Den and Dr.Seuss 3.0   ,/post/35e39bb90e8dee7baf45,/u/iamthebeast  ,/d/DarknetMarketsIndia
Cannazon Market   ,/post/adeea7e45b2752948675,/u/thewoods  ,/d/DarknetMarketsIndia
Have anybody tried parvati tears LSD  from India ?   ,/post/04d581699dd9e24b66b3,/u/RealXizt  ,/d/DarknetMarketsIndia
TheFlip - Where are you? We miss you! ,/post/1ff3c7ae5cc9aaaaadff,/u/alienspeaks  ,/d/DarknetMarketsIndia
  ,/post/ffe3aa8e19c53ed278e0,/u/StashspotIND  ,/d/DarknetMarketsIndia
domestic buds   ,/post/97237f93d497eddc1eb1,/u/bhadwankur  ,/d/DarknetMarketsIndia
empire market not loading very often   ,/post/5c636b514f24e8f87ed2,/u/CarelessTrainer  ,/d/DarknetMarketsIndia
Is socalfarmsdnm legit ?   ,/post/d2cf97344a15fc1a661a,/u/joshboy12  ,/d/DarknetMarketsIndia
Tips on how to courier stash   ,/post/14c9c087b3bb606e7c71,/u/sharey17  ,/d/DarknetMarketsIndia
Need LSD shipped to India   ,/post/d3c762d1205c04e114d3,/u/Potprofessor  ,/d/DarknetMarketsIndia
Ketamine vial/blue punisher   ,/post/02a786d248ca322a25cc,/u/[deleted]  ,/d/DarknetMarketsIndia
3P 5%  6P 10%   ,/post/146ee82e08b045ea4b5e,/u/StashspotIND  ,/d/DarknetMarketsIndia
How to buy BTC with the cheapest rates and fees ?   ,/post/13b89f31f358462512d9,/u/StashspotIND  ,/d/DarknetMarketsIndia
Mimosa Hostilis Root Bark | India   ,/post/97c37bcf8f047a8c8047,/u/psyclist  ,/d/DarknetMarketsIndia
ShoppersStop officals Review Thread   ,/post/0981886680756482c4ef,/u/ShoppersStop  ,/d/DarknetMarketsIndia
Privacy infringement by Government   ,/post/546eed24b12edf46f3f6,/u/[deleted]  ,/d/DarknetMarketsIndia
is it a good idea to tip the postman?   ,/post/631e8b78468e35e36ebb,/u/[deleted]  ,/d/DarknetMarketsIndia
"⚠️????""ALLERT OF PRO SCAMMER VENDOR""⚠️ ! - /u/Konzum  ????⚠️   ",/post/8831721428d62365fdc0,/u/psyonly1  ,/d/DarknetMarketsIndia
Queuing orders in empire.   ,/post/ae1831a384bdf77700e1,/u/Potprofessor  ,/d/DarknetMarketsIndia
Ordered from NamasteLSD   ,/post/fb6ba1c451b819750d24,/u/eye2eye  ,/d/DarknetMarketsIndia
Ordered from Fadedfork   ,/post/9632350101c27e976747,/u/eye2eye  ,/d/DarknetMarketsIndia
pls help me with domestic meth vendors   ,/post/1a38e20aea5e210d3ce4,/u/netflixprime  ,/d/DarknetMarketsIndia
"3 unemployed engineers and computer science graduates turned drug peddlers arrested with Rs. 50 lakhs worth of LSD, hash oil, weed.   ",/post/d995ebfb682a12e0d9b0,/u/kidsseetoast  ,/d/DarknetMarketsIndia
Is it safe to order thc carts internationally? Do the customs detect them as weed?   ,/post/530157717b706f395d5d,/u/ashok1991  ,/d/DarknetMarketsIndia
ApplesauceDnm Review   ,/post/4403d2d7ccce4f4cc31b,/u/theacidindia  ,/d/DarknetMarketsIndia
recommendations for herb vendors?   ,/post/f4d745dc78042c8b9d73,/u/IndianTruther  ,/d/DarknetMarketsIndia
Darjeeling1   ,/post/e1c1c1b1eb6af0877ae2,/u/[deleted]  ,/d/DarknetMarketsIndia
1 year as a mod ! Ask me anything   ,/post/e1bdceb85140e783c40e,/u/theacidindia  ,/d/DarknetMarketsIndia
Vendor Review - NamasteLSD ,/post/620829b12a324686d853,/u/tempobeads  ,/d/DarknetMarketsIndia
  ,/post/65eebaf63162bb81633b,/u/netflixprime  ,/d/DarknetMarketsIndia
looking for domestic crystal meth vendor   ,/post/140ec05ae8131c12875f,/u/[deleted]  ,/d/DarknetMarketsIndia
Ketamine Bulk   ,/post/8902737ed3da7b4f73dd,/u/freeman420  ,/d/DarknetMarketsIndia
Customs Bust   ,/post/dcbaafc4a91a0fd58cff,/u/[deleted]  ,/d/DarknetMarketsIndia
SoSHandle - Vendor Review [IN-IN] ,/post/360f9d77ecba700268a6,/u/Retrospect  ,/d/DarknetMarketsIndia
  ,/post/789b9fed6d5617f87561,/u/Piratephase  ,/d/DarknetMarketsIndia
Looking for concentrates   ,/post/05af100a68d2adcceec9,/u/Tandav666  ,/d/DarknetMarketsIndia
Need help to start vending LSD in India.   ,/post/a1447114b4fb86a94eae,/u/BADDY  ,/d/DarknetMarketsIndia
What is the longest time for A pack of MrAcid??   ,/post/a966bc31fce858a0acb7,/u/[deleted]  ,/d/DarknetMarketsIndia
HeinekenExpress   ,/post/b1e8be632cd840f1eef3,/u/Darjeeling  ,/d/DarknetMarketsIndia
Adderall now available domestically on Versus   ,/post/04cfa120dd4cf9bafb2e,/u/AppleSauceDNM  ,/d/DarknetMarketsIndia
Short but Sweet   ,/post/2cd08686436658abf587,/u/baba420  ,/d/DarknetMarketsIndia
Tornado Travel Failed ,/post/9a80d261440af5c541fc,/u/thewoods  ,/d/DarknetMarketsIndia
  ,/post/e7f49ffd0cd99085f3fb,/u/demonmeliodas5  ,/d/DarknetMarketsIndia
Tantrikohm39 time taken to ship?   ,/post/f77bd0f8aa903b26640b,/u/TurkingForDro  ,/d/DarknetMarketsIndia
GIVEAWAY WINNERS   ,/post/8245f10d6bfa4763f840,/u/demonmeliodas5  ,/d/DarknetMarketsIndia
900subs GG   ,/post/91e40176f2b689591bae,/u/Potprofessor  ,/d/DarknetMarketsIndia
CLEARING THE AIR   ,/post/87eb083f258625ec299b,/u/jugg538  ,/d/DarknetMarketsIndia
Empire down!   ,/post/d65b21be98cfd0fa044a,/u/the______doctor  ,/d/DarknetMarketsIndia
Looking for legit bank drops for Indian Bank Accounts   ,/post/7923235c353beb5b0b8f,/u/shpongleundone  ,/d/DarknetMarketsIndia
need some review of mracid   ,/post/5beade8fcb5aee2c002e,/u/no_name666  ,/d/DarknetMarketsIndia
Is GammaGoblin private store is down? please confirm.   ,/post/d6b222d94be169bc95fa,/u/lostsoul666  ,/d/DarknetMarketsIndia
Electronics   ,/post/f32fc5a818d3bb24db43,/u/tomboyy  ,/d/DarknetMarketsIndia
How to store LSD?   ,/post/2d8ae32da0c0515cb773,/u/[deleted]  ,/d/DarknetMarketsIndia
WARNING ! We are removing our AVARIS shop.   ,/post/323e8c928c57239adcf3,/u/AppleSauceDNM  ,/d/DarknetMarketsIndia
[Vendor Review] AppleSauceDNM is a SAVIOR with dank Canadian bud   ,/post/87ba6bc3a2871fd334fd,/u/neon  ,/d/DarknetMarketsIndia
HERBALCO (IN2IN) ,/post/86a2c143b1ae05eca5f0,/u/hotbox420  ,/d/DarknetMarketsIndia
  ,/post/5640eb386abd89a6f70f,/u/shadowculprit  ,/d/DarknetMarketsIndia
/u/demonmeliodas5 missing   ,/post/280b9d4d474cbb67948c,/u/the______doctor  ,/d/DarknetMarketsIndia
Domestic Hash Dealer   ,/post/1595760f6f424d10b09a,/u/chimichanga12  ,/d/DarknetMarketsIndia
200ugX8 Cali Sunshine LSD Review ,/post/3c5ecf6647d116a262e1,/u/Potprofessor  ,/d/DarknetMarketsIndia
  ,/post/ed34b64d618f0e02e256,/u/[deleted]  ,/d/DarknetMarketsIndia
Psycellium tracked orders.   ,/post/5e7bf4d568a7047a17cf,/u/whoami420  ,/d/DarknetMarketsIndia
WeAreAMSTERDAM vendor review ,/post/6a7ed1f3e4dcfb73804d,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/205308585f7663cf999b,/u/jhimbheglin  ,/d/DarknetMarketsIndia
Herbalco   ,/post/60c37b4736c3b9173c3d,/u/notabot0  ,/d/DarknetMarketsIndia
Darjeeling1 :)   ,/post/a02d737c07690bea12f0,/u/Slowthai  ,/d/DarknetMarketsIndia
"What are the pros & cons of domestic vendors, as compared to international vendors?   ",/post/bd301256a4f33e17e032,/u/joshboy12  ,/d/DarknetMarketsIndia
Vendor review : House Of Acid   ,/post/b990cd14bfa4641daaf8,/u/gagk  ,/d/DarknetMarketsIndia
"Carrying a pill, domestic flight   ",/post/21027c39b7109a50753e,/u/ajax991  ,/d/DarknetMarketsIndia
cdnvend   ,/post/f8191e9e75037a959f9c,/u/GaramChai  ,/d/DarknetMarketsIndia
Vendor review: PsychBaba   ,/post/d30dcbe9e333dca1ba53,/u/GaramChai  ,/d/DarknetMarketsIndia
VERSUS ONLY Special:  $999 1lb Dub A Canadian Kush ,/post/38310af0e82d3542f2ed,/u/AppleSauceDNM  ,/d/DarknetMarketsIndia
  ,/post/8d25a1e2683a18263671,/u/psychedelicboi  ,/d/DarknetMarketsIndia
Any way to get 4AcoDMT in India?   ,/post/fbc0ec8107d7c9a3084f,/u/theacidindia  ,/d/DarknetMarketsIndia
Indian Stoners Invitation open   ,/post/19d186e829a6573d6a29,/u/[deleted]  ,/d/DarknetMarketsIndia
Domestic vendor in the capital :)   ,/post/4e9d75c5f628ebb3207a,/u/[deleted]  ,/d/DarknetMarketsIndia
LSD REVOLUTION   ,/post/30b7a15b4e0d708203ae,/u/[deleted]  ,/d/DarknetMarketsIndia
Customs bust   ,/post/95b6ea90e2cc44847749,/u/zerokill  ,/d/DarknetMarketsIndia
New to the community !   ,/post/068aa21522292fa6d14a,/u/shadowculprit  ,/d/DarknetMarketsIndia
RecommendReliable Changa vendor. Domestic or international.   ,/post/db6d498fda043267d9e4,/u/Darksky  ,/d/DarknetMarketsIndia
Vendor review sos handle   ,/post/e2056d244615c229f80e,/u/Java911  ,/d/DarknetMarketsIndia
VENDOR REVIEW -  Darjeeling1   ,/post/8c21266a7a073a1c5294,/u/[deleted]  ,/d/DarknetMarketsIndia
Puzzle2530 is a SCAM /u/Puzzle2530   ,/post/f50ac0cb74bc4067f13d,/u/ShoppersStop  ,/d/DarknetMarketsIndia
Feedback on prices !   ,/post/72f3b9d723e2d3b018ba,/u/theacidindia  ,/d/DarknetMarketsIndia
Bringing Back Reviews   ,/post/6599a87ac3c58016473a,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Has anybody got seized letter from customs?   ,/post/4e2c51d29aca901815d5,/u/GaramChai  ,/d/DarknetMarketsIndia
Vendor recommendations!   ,/post/e0300d6017a0e086f9df,/u/the______doctor  ,/d/DarknetMarketsIndia
How to get bitcoins?   ,/post/9ce5e2f9a402e76f770c,/u/avrs8137  ,/d/DarknetMarketsIndia
Has anyone ordered from The Pot Shop?   ,/post/6ea35ca071c358c552b7,/u/Darksky  ,/d/DarknetMarketsIndia
Anyone ordered from topshelfcanna ?   ,/post/0088b1f002be00450303,/u/no_name666  ,/d/DarknetMarketsIndia
error while booting into tails. ,/post/64dbf24407096a19905d,/u/GaramChai  ,/d/DarknetMarketsIndia
Trusted Bulk vendors?   ,/post/a4dffa3ea876981880c6,/u/frenchherbs  ,/d/DarknetMarketsIndia
Bitcoin not deposited in EMPIRE   ,/post/0fae3df3399c6b2e38c0,/u/Acidisacid  ,/d/DarknetMarketsIndia
Methamphetamine Vendor IN2IN   ,/post/0e1ca299b9829457de64,/u/demon4666  ,/d/DarknetMarketsIndia
Any Indian Carder here who can help   ,/post/432858b87566ae36b34e,/u/botboy  ,/d/DarknetMarketsIndia
Orders from SamSpade?   ,/post/cb884bb1c2b84a15cbe5,/u/benshapiro  ,/d/DarknetMarketsIndia
is noobmaster5711 legit or scammer ?   ,/post/62a6e45972b6ea726f7d,/u/avidscoffee  ,/d/DarknetMarketsIndia
How has Substance Usage changed Your life/You   ,/post/4c8989af8746b5361b9c,/u/KrezekLSDD  ,/d/DarknetMarketsIndia
Check cashout service   ,/post/b2374d86f14bca46a18c,/u/bitcoinbuyer  ,/d/DarknetMarketsIndia
Vendor Review - NamasteLSD ,/post/ad72be4f487267490561,/u/gamblersqueak  ,/d/DarknetMarketsIndia
  ,/post/aff541d648c687da5c1d,/u/[deleted]  ,/d/DarknetMarketsIndia
How often do domestic orders get lost in the mail? (tantrikom39)   ,/post/03f71704a0016b5d1d52,/u/grandtzz  ,/d/DarknetMarketsIndia
when was the giveaway?   ,/post/8aad81315db3c0b774c3,/u/darkmatter7  ,/d/DarknetMarketsIndia
"Seeking: cocaine, heroin   ",/post/fb99af87db9a26d8b12c,/u/[deleted]  ,/d/DarknetMarketsIndia
Anybody tried Darjeeling1 Hoffman molecule 300 mics?   ,/post/b5597d10d5aa3aaa09b2,/u/ashok1991  ,/d/DarknetMarketsIndia
Searching for LSD vendor that ships to india   ,/post/9f880302cf653634c85d,/u/tambola420  ,/d/DarknetMarketsIndia
India Post track consignment bug??   ,/post/a5ccc458c4607b01d667,/u/babaji5555  ,/d/DarknetMarketsIndia
DOMESTIC BUDSS !   ,/post/8b8c20881ce76327d7a1,/u/[deleted]  ,/d/DarknetMarketsIndia
Will my domestic order get checked?   ,/post/da5880b4a3aab42757c8,/u/[deleted]  ,/d/DarknetMarketsIndia
Risks in Domestic delivery   ,/post/d26754efeb64175dc033,/u/acidNerd  ,/d/DarknetMarketsIndia
Psycellium shipping time to India.   ,/post/1472b3520a6d2fdc4950,/u/TurkingForDro  ,/d/DarknetMarketsIndia
"Vendor InstaShrooms came through, would recommend   ",/post/e9932535097114ab387e,/u/gamblersqueak  ,/d/DarknetMarketsIndia
How risky is tantrikom39 domestic?   ,/post/a241ae4122c375d70ed6,/u/[deleted]  ,/d/DarknetMarketsIndia
Market research for new shop   ,/post/8ba96c78f9ecec9593d6,/u/marketresearch010  ,/d/DarknetMarketsIndia
2019-nCoV let's talk about it ,/post/295f19861bad2cc783b4,/u/TheDruid  ,/d/DarknetMarketsIndia
  ,/post/fa92a87d4b1856826d67,/u/benshapiro  ,/d/DarknetMarketsIndia
A valid excuse for purchasing and sending Bitcoins to an anonymous address?   ,/post/7c6aa26bd3b3c27f3846,/u/ilikecannabis  ,/d/DarknetMarketsIndia
new bulk USA flower on Empire?   ,/post/1635d7f3ae68c40fe7d4,/u/acidNerd  ,/d/DarknetMarketsIndia
Registered or unregistered mail? Has anybody ever not recieved an unregistered order in India?   ,/post/095986cd401e62cecc17,/u/shpongleundone  ,/d/DarknetMarketsIndia
DutchKingz to India   ,/post/40aa581069b1cd5669df,/u/player  ,/d/DarknetMarketsIndia
willing to make an order from team monopoly   ,/post/e7b5888ae2f6f6944ecd,/u/acidNerd  ,/d/DarknetMarketsIndia
Buying lsd from gammagoblins   ,/post/47e1227181dec450b844,/u/ShoppersStop  ,/d/DarknetMarketsIndia
Shoppers Stop !   ,/post/f3790d919ae04c938417,/u/TurkingForDro  ,/d/DarknetMarketsIndia
Empire Market Office Hours - 22 Feb 2020 ,/post/a16f97bb3edb0e44ef0b,/u/Tandav666  ,/d/DarknetMarketsIndia
  ,/post/e9d4233b45435d7d3edf,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Can any one vouch for Mister_taffy?   ,/post/64a7e730aa5aef918bf8,/u/Richard_Bachman_Versus  ,/d/DarknetMarketsIndia
Gammagoblin shipping times to india   ,/post/0f04eea2b8fd0f5bbcfd,/u/doctorpsy  ,/d/DarknetMarketsIndia
Watch Out For PHISHING Links For Versus ,/post/1594c54b9a64d4bf3500,/u/danknation10011  ,/d/DarknetMarketsIndia
  ,/post/e70d1d296bf901e7c36d,/u/kidsseetoast  ,/d/DarknetMarketsIndia
INTNL Packs   ,/post/388c07bb3de51a54fa7c,/u/TurkingForDro  ,/d/DarknetMarketsIndia
**PSA**  Apollon has been Exit Scamming for 22 days. This is what we know ,/post/1d21df66784d375b9ccf,/u/hotbox420  ,/d/DarknetMarketsIndia
small qty weed   ,/post/0a26b9917f6645abbcf9,/u/RealXizt  ,/d/DarknetMarketsIndia
Has anyone ever used a reshipping service from USA to INDIA?   ,/post/12410ef01887695eeecf,/u/Tandav666  ,/d/DarknetMarketsIndia
NEED BUDS IN TIER 1 CITY!   ,/post/e3807ccd4c0e6b112f0a,/u/blackhawk2403  ,/d/DarknetMarketsIndia
What would you guys expect from a domestic vendor for DMT ?   ,/post/44cc77fd56760cfdbd29,/u/DiMethylTryptonaut  ,/d/DarknetMarketsIndia
GammaGoblin??   ,/post/70610408e403b0fbc37e,/u/tellmewhy2101  ,/d/DarknetMarketsIndia
Please post your feedback on the new rules.   ,/post/68c82bef2e0ee79fd5f7,/u/GaramChai  ,/d/DarknetMarketsIndia
Vendor vouch   ,/post/6e9f74b3c69648969cb9,/u/lem0ngrasskushh  ,/d/DarknetMarketsIndia
And sure enough even waiting will end...if you can just wait long enough.   ,/post/b57cc1284cc377687483,/u/ShoppersStop  ,/d/DarknetMarketsIndia
Any greymarket labs?   ,/post/1d9e7fea4a67577d701b,/u/gardien  ,/d/DarknetMarketsIndia
Promotions and Giveaways!   ,/post/dbc001975c0f1654d9c1,/u/GaramChai  ,/d/DarknetMarketsIndia
New rules and updates.   ,/post/f75b9047886f43ce7da4,/u/GaramChai  ,/d/DarknetMarketsIndia
LSD in India   ,/post/5dfe1017e1aea63071be,/u/the______doctor  ,/d/DarknetMarketsIndia
Anyone can recommend good weed seller to India?   ,/post/8f524268a315ca017cfc,/u/ashok1991  ,/d/DarknetMarketsIndia
CHANCE TO WIN  3gram HASHISH (Charas) TO SELECTED FEW   ,/post/2ea5f1c5037c32a21c39,/u/demonmeliodas5  ,/d/DarknetMarketsIndia
So many new people on DNM India   ,/post/27a22db66a075636e8f1,/u/TurkingForDro  ,/d/DarknetMarketsIndia
Radarbreeder   ,/post/c29507e48bf93f758f14,/u/hotbox420  ,/d/DarknetMarketsIndia
demonmeliodas5 malana cream hash smells a bit like balm   ,/post/6d30d198de5706d0a0be,/u/SayNo2KalaMaal  ,/d/DarknetMarketsIndia
Important.   ,/post/265bc9579ccc1f43c4cc,/u/GaramChai  ,/d/DarknetMarketsIndia
Public Survey   ,/post/2ff4d7fd1b91e3e87d59,/u/PsychBaba  ,/d/DarknetMarketsIndia
I love that this had to be included in NamasteLSD's FAQ   ,/post/6f790ca966ee7af4606b,/u/CrackNCheese  ,/d/DarknetMarketsIndia
Planning to order from CalSource Cannahome.   ,/post/550b1a31a3a176513573,/u/boomshiva999  ,/d/DarknetMarketsIndia
India wants to end encrypted messaging as we know it -- and it could threaten privacy everywhere   ,/post/291c1edb179871640770,/u/kidsseetoast  ,/d/DarknetMarketsIndia
INDIA vendors   ,/post/8d3db300d7c60bb49424,/u/b_shell  ,/d/DarknetMarketsIndia
RAFFLE TIME. 4 HIGH GRADE OUNCES.   ,/post/4b1c6a5e1525bcbe34b4,/u/AppleSauceDNM  ,/d/DarknetMarketsIndia
Any Indian domestic shroom vendor yet?   ,/post/05fc88db6952f900beb8,/u/ticktock4  ,/d/DarknetMarketsIndia
Post Office Called   ,/post/83be7d86812e90212ba9,/u/tellmewhy2101  ,/d/DarknetMarketsIndia
Active Domestic LSD Vendors ?   ,/post/622d11e4d6575c5641f4,/u/dimitritrimitri  ,/d/DarknetMarketsIndia
Shit List 2020   ,/post/62f18dcf7077c49daa43,/u/theacidindia  ,/d/DarknetMarketsIndia
Versus Is Looking For To Shelf Vendors   ,/post/6622e7a1bb4b89379edf,/u/Richard_Bachman_Versus  ,/d/DarknetMarketsIndia
First DNM experience; NamasteLSD review.   ,/post/f984143e1fc0ca2fb756,/u/shpongleundone  ,/d/DarknetMarketsIndia
Any success with HeinekenExpress packs lately?   ,/post/4a85930bc1209310b982,/u/stealth1  ,/d/DarknetMarketsIndia
Review: SOSHandle most strains on offer REVIEW   ,/post/928510e9c34f5754c54a,/u/strainhuntdl2  ,/d/DarknetMarketsIndia
Vendor Review | Shoppersstop | GIVEAWAY (30 XTC PILLS)   ,/post/2a4297d39d97c1a38dc3,/u/aspre94  ,/d/DarknetMarketsIndia
Review - Fadedfork   ,/post/bcebac38915040b98394,/u/hotbox420  ,/d/DarknetMarketsIndia
WORLDWIDE CANDY SHOP EUROPIAN VENDOR SHOP TOP QUALITY DRUGS   ,/post/589d8a7db6647be48e95,/u/wwcs2020  ,/d/DarknetMarketsIndia
[REDDRAGONLABS] WEED-LSD-COKE FROM BRAZIL OR UK FOR ONLY 22USD/GRAM [ VENDOR SHOP ON] ,/post/8c504958c620c2caceda,/u/reddragonlabs  ,/d/DarknetMarketsIndia
  ,/post/0148e6d0e649c191bf2a,/u/hotbox420  ,/d/DarknetMarketsIndia
Customs Clearance Issues   ,/post/e1c20e2c3477d46bd138,/u/knightofone  ,/d/DarknetMarketsIndia
anyone do carding in india asking cause i am thinking about it   ,/post/417c1a9e41c0a0c0b869,/u/newshit2019  ,/d/DarknetMarketsIndia
